scene count,release_cuda simulation time,release_cuda total time
4,242878700,243631316
4,242479838,243247732
5,243462615,244213969
6,243462039,244214957
6,243150685,243899383
8,243211234,243957183
9,248634946,249373290
10,249378754,250127827
12,252329742,253096732
13,250462150,251207262
16,251702773,252451062
18,263963795,264712264
21,268641141,269388924
24,266706292,267516611
27,271536095,272281741
32,274254737,275005331
36,281551165,282314308
42,283423483,284171228
48,283313061,284061312
55,290978276,291750409
64,294012518,294781023
73,304824069,305578195
84,310059663,310807505
97,327119925,327869889
111,327373360,328148549
128,333498521,334351671
147,354060350,354856800
168,362509063,363306034
194,374704226,375508306
222,382445694,383246943
256,395392269,396185546
294,396669675,397526094
337,397034332,397831501
388,396315882,397113726
445,398383497,399179862
512,401787287,403584077
588,405103241,405913233
675,403236532,404064689
776,402699706,403550271
891,403864740,404663455
1024,403501522,404312790
1176,406107718,406903938
1351,406429775,407236296
1552,406430318,407235315
1782,403296833,404108268
2048,405294305,406128159
2352,405890070,407735456
2702,406186687,407021559
3104,406765833,407613457
3565,406226752,407048847
4096,410029601,410845492
4705,415458837,416347466
5404,423840876,424667685
6208,438957106,439783680
7131,463296701,464117225
8192,485215076,486039840
9410,509482430,510308098
10809,534530960,535429603
12416,563183206,564041523
14263,599227811,600095854
16384,637066496,638942154
18820,696484296,698358958
21618,781755631,782614243
24833,889227212,891106834
28526,1015377509,1016232173
32768,1168223938,1169104173
37640,1591335421,1593280522
43237,1694567682,1695465184
49667,1811913332,1813797746
57052,2037614988,2039504657
65536,2327135347,2329028230
75281,2836168009,2838054295
86475,3094155900,3095031135
