scene count,release_cuda simulation time,release_cuda total time
4,45133356,45872199
4,45231115,45980698
5,45258807,45974583
6,45182628,45930746
6,45314680,46091398
8,45253874,46036156
9,45664167,46387284
10,45387635,46115515
12,45734165,46460710
13,49917799,50890355
16,50042302,51072633
18,54352260,55325875
21,53334413,54306580
24,53755627,54727020
27,55134966,56103407
32,55300728,56272294
36,57791150,58762129
42,57289028,58261988
48,57889361,58858348
55,58623221,59653638
64,60080757,61078920
73,63724588,64696178
84,65404023,66433513
97,69521297,70489274
111,65450492,66230161
128,66896350,67608001
147,70891855,71617833
168,73654627,74435051
194,76582185,77304789
222,77505216,78224170
256,80743207,81464167
294,80499330,81221031
337,80382354,81098016
388,80377557,81103355
445,80344721,81065844
512,81062114,81808233
588,82704622,83395001
675,81484759,82235657
776,82959252,83933394
891,82542496,83284069
1024,82361642,83081561
1176,81611591,82393256
1351,81756751,82480108
1552,82541205,83320883
1782,82312143,83034925
2048,81484013,82262655
2352,81563367,82322666
2702,82330822,83103584
3104,82257376,83033656
3565,82427439,83257062
4096,83319874,84091566
4705,82113973,82881743
5404,82161222,82989208
6208,82414573,83178253
7131,83082747,84858293
8192,82562464,84329968
9410,82942168,83715668
10809,83493979,84265960
12416,83061164,83840325
14263,84051854,84827819
16384,83673525,84472738
18820,85731629,86500414
21618,86172606,86952405
24833,87985781,89763195
28526,89940920,90656982
32768,96667956,98449580
37640,163684338,164464005
43237,167391962,169165257
49667,171476251,172303250
57052,174394540,175198005
65536,188708831,189518638
75281,254373637,255172422
86475,261720353,263539377
