scene count,release_cuda simulation time,release_cuda total time
4,262517127,263250503
4,261445280,262192352
5,262210742,262964111
6,263975042,264675385
6,264195504,264949829
8,263996435,264751857
9,270219295,270973978
10,270488428,271237252
12,273294457,274106421
13,271312200,272066729
16,273175425,273929772
18,284312380,285067426
21,284899515,285712541
24,291070936,291825145
27,293206303,293959780
32,295966610,296755173
36,303443952,304215631
42,307249914,308063985
48,313237620,314044504
55,313262284,314018974
64,317045353,317799173
73,326756703,327505222
84,333360089,334142604
97,348879334,349638982
111,352320542,353126225
128,358865648,359657173
147,377473887,378301575
168,388874253,389734051
194,400195828,401073459
222,406417508,407222928
256,419735431,420536449
294,421503092,423313914
337,422220391,423083414
388,420229980,421029994
445,421069535,421872871
512,427811247,429617038
588,427843533,428667148
675,428858562,429670219
776,427992343,428793364
891,428796136,429599915
1024,428116717,428982111
1176,429954168,431770586
1351,430332762,431152435
1552,428792419,429606169
1782,430678848,431494930
2048,430993663,431804843
2352,430001248,431856469
2702,429761416,431616340
3104,432104034,432934364
3565,432991448,433822654
4096,434823196,436689829
4705,439791216,440655999
5404,447647947,449502703
6208,462844563,463742609
7131,485534747,486366295
8192,511282067,512121434
9410,536445744,538298103
10809,562424899,563305305
12416,591227254,592079211
14263,628146665,629001858
16384,668496033,669420218
18820,726116361,727031096
21618,813537515,814402680
24833,925077152,926982448
28526,1055488577,1057395574
32768,1212601965,1213524363
37640,1659213356,1660087819
43237,1762672418,1763556105
49667,1886038409,1886911212
57052,2112874819,2113746123
65536,2418374773,2419248971
75281,2948584436,2950481775
86475,3209130330,3210021124
