scene count,release_cuda simulation time,release_cuda total time
4,304119804,304893442
4,303856778,304605394
5,305242596,306050930
6,305365383,306116275
6,304968917,305774702
8,306185912,306843534
9,311064863,311832148
10,311092515,311896942
12,313958458,314730911
13,312596052,313348550
16,315645180,316393687
18,330560456,331371838
21,331805684,332578510
24,332177736,332840334
27,337907208,338660270
32,339741115,340487689
36,348376957,349126661
42,354398996,355206332
48,354585568,355330803
55,359814870,360580208
64,366266382,366989166
73,378640548,379394035
84,384435201,385182242
97,400152568,400907578
111,402514356,403260559
128,414393793,415221795
147,436740300,437538114
168,450552686,451351035
194,465238013,466064458
222,472242834,473050498
256,487602770,488398028
294,491611561,493417012
337,489083230,489871584
388,489338889,490136548
445,491067547,492870729
512,495908769,496708199
588,497613643,499418883
675,498121763,498965629
776,498807159,499661022
891,499650003,500508946
1024,500269721,501075386
1176,500387856,501232463
1351,500852900,502657903
1552,499851767,500661949
1782,500727246,501602312
2048,500029497,500836757
2352,499654341,500482918
2702,501589093,502450236
3104,502495958,503315450
3565,502506903,504364724
4096,509155157,510059971
4705,518769242,520614495
5404,534968460,536818827
6208,556629599,557471512
7131,585184568,586012600
8192,609866129,611719624
9410,632609219,633438434
10809,654474824,655312207
12416,683150675,684000809
14263,718053873,718888673
16384,760728387,761576704
18820,818250945,820124445
21618,888959812,889808559
24833,996645935,997506293
28526,1128608311,1129468035
32768,1296556536,1298438627
37640,1794651619,1796536619
43237,1926501286,1927369077
49667,2053958319,2054851747
57052,2262537357,2263404295
65536,2584268382,2585135049
75281,3185020305,3185905078
86475,3429567324,3430522918
