scene count,release_cuda simulation time,release_cuda total time
4,372788469,373533906
4,374594731,375349476
5,373140070,373898222
6,373987077,374742348
6,373815770,374573515
8,373812359,374573469
9,378709386,379467215
10,378361707,379121970
12,379102149,379860198
13,379566572,380349938
16,381166341,381926991
18,395255858,396018192
21,396602408,397353955
24,397490442,398234193
27,406406978,407169371
32,404556677,405318172
36,417252023,418017127
42,419902781,420666867
48,423301792,424058856
55,431301412,432059652
64,438750468,439606114
73,451111912,451906654
84,463229867,464020969
97,478611797,479407076
111,484267738,485063884
128,497220957,498040662
147,525962403,526766092
168,540791907,541620326
194,560795611,561593805
222,572092266,572894233
256,593391345,594244867
294,597858885,598657903
337,597464007,599327407
388,595916297,597720633
445,597550543,598344843
512,602974512,603768500
588,605243170,607047747
675,603350366,604157657
776,604885180,605693864
891,605968551,606771058
1024,605201117,606002843
1176,605200999,607099873
1351,605344351,607251800
1552,604899817,605725479
1782,607154475,608003509
2048,606375484,607252083
2352,607736132,608592993
2702,611776570,613626949
3104,617609570,619457042
3565,629369622,630195432
4096,643156465,643967759
4705,664869168,665700429
5404,691434587,692281736
6208,718548603,719405838
7131,736209896,737057239
8192,756046316,757911377
9410,778166633,780051860
10809,809214438,810098689
12416,847892137,848812387
14263,898017602,898871358
16384,953439084,954312377
18820,1038416305,1040306285
21618,1161847598,1163734995
24833,1316598061,1317479187
28526,1501372607,1502246294
32768,1736036228,1737930415
37640,2417283118,2418154159
43237,2535939114,2536821613
49667,2693915739,2695875729
57052,3017596030,3018506550
65536,3455474843,3456381011
75281,4235612353,4236519631
86475,4603600017,4604496986
