scene count,release_cuda simulation time,release_cuda total time
4,313033899,313785895
4,312876856,313634750
5,315234573,315985560
6,314626904,315377627
6,315665672,316476531
8,316037624,316857300
9,319934200,320689321
10,320559787,321316065
12,322700219,323456809
13,322585413,323362910
16,325059401,325817598
18,338265330,339024079
21,339172663,339987390
24,341897859,342696523
27,347172719,347986487
32,350213783,351019420
36,362281822,363038103
42,363494577,364246212
48,362772405,363537269
55,375180798,375933836
64,377918982,378668531
73,389344198,390149435
84,399248917,399999175
97,414939965,415689027
111,417317282,418064723
128,429054244,429852502
147,455108094,455964462
168,467752892,468551676
194,483565376,484360657
222,493593636,494394078
256,510464998,511262313
294,512291222,513088908
337,512671803,513488642
388,512242786,514104977
445,512252761,513053944
512,519976340,520773163
588,519788743,520600221
675,521066928,521872561
776,521117192,521918333
891,521751564,523552156
1024,522667366,524496370
1176,522777256,523575566
1351,522132238,523938871
1552,521303605,522114715
1782,522345790,524149011
2048,523253377,524064434
2352,523504816,524336042
2702,521982839,523831765
3104,523485370,524315030
3565,525841609,526586828
4096,537535881,539385256
4705,548211348,550060763
5404,568943944,570823433
6208,589445511,590303150
7131,619580693,621430576
8192,639622570,640449613
9410,661002472,661862720
10809,683331644,684169981
12416,712750990,713596427
14263,748913549,750780745
16384,795014025,795861974
18820,856738672,857592749
21618,937243259,938157445
24833,1053758771,1054624470
28526,1197346006,1199226915
32768,1375627022,1377548945
37640,1915551234,1917480470
43237,2041551293,2042437001
49667,2185190444,2186058378
57052,2400672907,2401559827
65536,2754882041,2755756525
75281,3391776264,3393730987
86475,3656170589,3658066690
