Scene Count,RELEASE_CUDA Kernel Time (s),RELEASE_CUDA Simulation Time (s)
4,0.293827926,0.2945788503333333
4,0.2937890046666667,0.2945521526666667
5,0.29468539,0.2954549866666667
6,0.295467837,0.296247453
6,0.2951154266666667,0.2958869606666667
8,0.296437714,0.297192447
9,0.3008897943333333,0.301664938
10,0.3012644936666667,0.3020251486666667
12,0.304448737,0.3052030933333333
13,0.3027596403333333,0.303527829
16,0.30510274633333334,0.3058891166666667
18,0.320001881,0.3207961753333333
21,0.32223277333333333,0.3229935206666667
24,0.3213341356666667,0.322087402
27,0.32511835133333333,0.3258845946666667
32,0.330140473,0.330910884
36,0.3421894453333333,0.3429508223333333
42,0.3414901813333333,0.342225382
48,0.340674175,0.34144790166666666
55,0.3504036376666667,0.3511608183333333
64,0.3538412673333333,0.354634279
73,0.3661442053333333,0.3669225863333333
84,0.3741213053333333,0.37487007066666667
97,0.38948610066666667,0.3902376143333333
111,0.391886967,0.3926770386666667
128,0.4019008116666667,0.4026856253333333
147,0.425401574,0.426205645
168,0.437653373,0.4384895723333333
194,0.4504385756666667,0.4512188113333333
222,0.4595890423333333,0.46038418233333334
256,0.4757214713333333,0.476536565
294,0.47798445133333334,0.4791557133333333
337,0.4764140916666667,0.477209834
388,0.476856471,0.47798973133333333
445,0.477192241,0.4779989493333333
512,0.48340014366666667,0.4845369156666667
588,0.4857439996666667,0.48688032033333334
675,0.486955299,0.4884549283333333
776,0.4873372343333333,0.48880535833333333
891,0.48559969833333333,0.486748512
1024,0.485942155,0.4867469763333333
1176,0.4878816403333333,0.4890196246666667
1351,0.4879625356666667,0.48878055966666667
1552,0.4873081383333333,0.4881268366666667
1782,0.486961946,0.4881029953333333
2048,0.4872123056666667,0.488711281
2352,0.4875667096666667,0.4887358886666667
2702,0.4888760856666667,0.489720526
3104,0.489390559,0.4905658273333333
3565,0.4912949333333333,0.4921405073333333
4096,0.4966990236666667,0.497868079
4705,0.5053487096666667,0.5065344673333333
5404,0.5230249906666666,0.5238548593333333
6208,0.539544477,0.5403738223333334
7131,0.570495965,0.571701181
8192,0.5933894303333334,0.5942384006666667
9410,0.616651399,0.6174907103333334
10809,0.6411600863333333,0.6423592526666666
12416,0.6691851916666667,0.6700326993333334
14263,0.704065068,0.7049541616666666
16384,0.7482945023333334,0.749148105
18820,0.8053682043333333,0.8062300313333334
21618,0.880048364,0.8809295656666666
24833,0.990962187,0.9921577993333334
28526,1.1249258366666668,1.1258055383333332
32768,1.291905536,1.2927662523333332
37640,1.782803217,1.783706241
43237,1.9088541666666667,1.9097400536666667
49667,2.048562121666667,2.0494301806666666
57052,2.254692075,2.255585785
65536,2.5817416073333335,2.5833003313333336
75281,3.165417226,3.166638206
86475,3.43118652,3.4320712583333335
