Scene Count,RELEASE_CUDA Kernel Time (s),RELEASE_CUDA Simulation Time (s)
4,0.04515471833333334,0.04591021433333334
4,0.045187507,0.045930212
5,0.045217894333333335,0.04593975633333334
6,0.045195668333333334,0.04593370866666666
6,0.045247500333333336,0.045987227666666665
8,0.045273302333333335,0.046037488
9,0.045573217,0.046268412333333335
10,0.04543384066666666,0.046158129666666665
12,0.04563125333333334,0.046354148666666664
13,0.04704884066666666,0.04785556366666666
16,0.049928538333333335,0.050919898
18,0.053527209666666666,0.05450423833333334
21,0.053202631,0.054175486
24,0.053730099,0.05471448266666666
27,0.05521101466666666,0.05618072666666667
32,0.05523167833333333,0.056218318333333336
36,0.05782531033333334,0.058795036333333335
42,0.057425435,0.05841813666666666
48,0.05783438466666666,0.05880397
55,0.059106843,0.060104659666666664
64,0.060263218,0.061269409
73,0.06401796866666666,0.065009104
84,0.06315332933333334,0.064020636
97,0.06647966033333333,0.06729695033333333
111,0.06541332233333333,0.06616933933333334
128,0.066887917,0.06761511733333332
147,0.07095598666666666,0.07169720766666667
168,0.07368272366666667,0.07444169133333332
194,0.076741413,0.07748342
222,0.07782269166666667,0.07854125933333332
256,0.08051021066666667,0.08123351433333333
294,0.08034604533333332,0.08106965966666667
337,0.080448914,0.08125264033333333
388,0.08030940833333333,0.081113701
445,0.08009396733333334,0.08081851266666668
512,0.08104724466666667,0.081785204
588,0.08257771766666668,0.083297323
675,0.082055756,0.082790062
776,0.082368536,0.08325931466666667
891,0.082478046,0.083367065
1024,0.08218689166666668,0.08292710333333334
1176,0.08154994966666668,0.08230079433333333
1351,0.08176503766666667,0.08248834433333332
1552,0.08250121533333332,0.083322008
1782,0.08256448766666667,0.08337163
2048,0.08187591033333333,0.082708644
2352,0.08141336366666667,0.08217719433333333
2702,0.08253988433333333,0.083647454
3104,0.08223990233333332,0.08301954366666667
3565,0.08233843533333333,0.08313838966666667
4096,0.08266548266666666,0.08378359833333333
4705,0.082149706,0.08292513733333333
5404,0.082511128,0.08330352133333332
6208,0.08241510566666667,0.08351713
7131,0.082661333,0.08378589233333333
8192,0.08302852933333332,0.08446331733333333
9410,0.08293649366666667,0.08371206466666667
10809,0.08300766,0.08413333366666667
12416,0.08277220233333332,0.08390339733333332
14263,0.08353727666666667,0.084999366
16384,0.08357464666666667,0.08471098466666667
18820,0.08505167833333332,0.08615494933333333
21618,0.086642183,0.08742120366666667
24833,0.08764748433333333,0.08910012766666667
28526,0.08999262666666667,0.09075309566666667
32768,0.096399036,0.09785211166666667
37640,0.16423756766666667,0.16535016466666666
43237,0.16751817033333335,0.169292563
49667,0.17176005766666666,0.17259045733333334
57052,0.17477460333333333,0.175895977
65536,0.188890386,0.18969411933333336
75281,0.25398848333333335,0.255143218
86475,0.262328597,0.26381836533333336
