Scene Count,RELEASE_CUDA Kernel Time (s),RELEASE_CUDA Simulation Time (s)
4,0.264978424,0.2658207083333333
4,0.261372543,0.26210948466666667
5,0.2632009553333333,0.26393808533333335
6,0.26261027133333337,0.26333439366666667
6,0.26308333733333333,0.263822601
8,0.26368388133333337,0.264410348
9,0.26874112333333333,0.2694881236666667
10,0.26972636533333333,0.270460438
12,0.27292089033333333,0.2736569736666667
13,0.27083946766666667,0.27159786366666666
16,0.270814045,0.271577933
18,0.285872827,0.2866223663333333
21,0.2870842546666667,0.287831655
24,0.2878080426666667,0.2885401786666667
27,0.290458636,0.29121463966666666
32,0.2932338286666667,0.2939860816666667
36,0.30137406866666666,0.3021045226666667
42,0.308017977,0.3085337616666667
48,0.3087299956666667,0.30946567166666666
55,0.3118522113333333,0.31258342466666666
64,0.317940037,0.3186787046666667
73,0.329021385,0.329759392
84,0.3346005383333333,0.3353851546666667
97,0.348642871,0.3493949413333333
111,0.3504842583333333,0.351243579
128,0.3569261776666667,0.3577206666666667
147,0.376653876,0.3774154376666667
168,0.38737964233333333,0.3881460843333333
194,0.397163211,0.397941796
222,0.405162775,0.4059396976666667
256,0.418088031,0.4188722736666667
294,0.4195583816666667,0.42036334966666666
337,0.4188160953333333,0.4196022916666667
388,0.419891436,0.4206724253333333
445,0.4198723723333333,0.4213287166666667
512,0.4250532046666667,0.4261467086666667
588,0.426620722,0.4274134783333333
675,0.427449994,0.4282601346666667
776,0.426871563,0.4283298366666667
891,0.42655777866666666,0.4273564136666667
1024,0.4266247286666667,0.4277628343333333
1176,0.4296715856666667,0.4307819876666667
1351,0.42947572,0.4302634403333333
1552,0.4278717756666667,0.42865421966666667
1782,0.4265002776666667,0.4276768846666667
2048,0.4285864906666667,0.4297059303333333
2352,0.4285257766666667,0.4293353406666667
2702,0.4292113676666667,0.4300429646666667
3104,0.429822425,0.430672853
3565,0.4301246786666667,0.4309333566666667
4096,0.4327042703333333,0.433841875
4705,0.43842274366666667,0.4392531956666667
5404,0.44589713966666666,0.44670861533333334
6208,0.4624611853333333,0.463945029
7131,0.48449917566666667,0.4863648133333333
8192,0.5083887626666667,0.5095366076666666
9410,0.5345080156666667,0.535331603
10809,0.561109652,0.5619559203333334
12416,0.5899397216666666,0.5907963726666666
14263,0.6271046093333333,0.6279576476666666
16384,0.6668052606666667,0.6676540156666666
18820,0.7257699223333334,0.7266282316666667
21618,0.813539095,0.814737323
24833,0.9248376036666667,0.92603442
28526,1.0549545203333335,1.0558197483333334
32768,1.2124102876666667,1.2139640626666668
37640,1.658673165,1.6598886796666668
43237,1.7629132813333332,1.7637785156666668
49667,1.8852028483333332,1.886412752
57052,2.112637277333333,2.113518807
65536,2.4173520373333335,2.4182397516666665
75281,2.9479610113333337,2.9488346316666667
86475,3.2090256516666664,3.210581923
