Scene Count,RELEASE_CUDA Kernel Time (s),RELEASE_CUDA Simulation Time (s)
4,0.293186201,0.2939477266666667
4,0.2933534493333333,0.2941272126666667
5,0.2946423613333333,0.2953992306666667
6,0.29482042966666666,0.2955886943333333
6,0.294549647,0.295302178
8,0.29580828033333334,0.2965616906666667
9,0.300195106,0.3009643476666667
10,0.300870593,0.3016497193333333
12,0.3041470446666667,0.30489852466666667
13,0.3025690246666667,0.3033192043333333
16,0.3054509093333333,0.306199727
18,0.3197343476666667,0.320487789
21,0.31788543166666666,0.3186578466666667
24,0.3207015013333333,0.321470779
27,0.32434492833333334,0.3250980903333333
32,0.3286578356666667,0.3294473176666667
36,0.34132022,0.342074136
42,0.3389019623333333,0.339678694
48,0.3414025166666667,0.3421524246666667
55,0.347002084,0.3477521163333333
64,0.351267647,0.3520465996666667
73,0.36184405633333333,0.36257079966666667
84,0.3716817016666667,0.37245264
97,0.38588347866666667,0.3866827606666667
111,0.387829951,0.388586441
128,0.3985572626666667,0.399349609
147,0.42080272,0.4216436816666667
168,0.4322920156666667,0.433088191
194,0.4451940433333333,0.445990148
222,0.453433471,0.4542246753333333
256,0.46653124,0.467326435
294,0.469130076,0.4699455513333333
337,0.46899020366666666,0.470141892
388,0.4692330903333333,0.4703834063333333
445,0.46869319966666667,0.469832751
512,0.47600723866666667,0.4771671786666667
588,0.4768005943333333,0.4776065543333333
675,0.47717148,0.4783202093333333
776,0.4788220226666667,0.48063323166666666
891,0.4775372646666667,0.4783621083333333
1024,0.4775136443333333,0.4783210216666667
1176,0.479804424,0.4806118166666667
1351,0.4792364883333333,0.480054729
1552,0.47821082966666667,0.479022612
1782,0.478757407,0.4795659693333333
2048,0.4797045253333333,0.4808742193333333
2352,0.479529609,0.480374576
2702,0.4806210676666667,0.481489555
3104,0.48085802066666666,0.4817120583333333
3565,0.48179652133333334,0.4826343606666667
4096,0.488107866,0.4896140996666667
4705,0.495953982,0.496811465
5404,0.513981881,0.5148124186666667
6208,0.5320390706666667,0.5335459803333333
7131,0.561606779,0.5627633366666667
8192,0.586120209,0.5872974326666667
9410,0.6093354283333333,0.6105474836666667
10809,0.633966059,0.63514906
12416,0.661047566,0.661902646
14263,0.6943944196666666,0.6952499323333333
16384,0.7382795716666666,0.7391344566666667
18820,0.792057931,0.792926793
21618,0.856109765,0.8573078896666666
24833,0.9594081853333334,0.9606205706666666
28526,1.0844048843333332,1.0856128213333331
32768,1.2409433733333333,1.241813816
37640,1.705458681,1.7063463093333333
43237,1.845692435,1.8465587403333332
49667,1.9770276563333333,1.9785721013333333
57052,2.1748480763333333,2.1760597423333334
65536,2.4799134896666666,2.4808063603333337
75281,3.0527516363333334,3.053650072
86475,3.294954218,3.2961707686666664
