Scene Count,RELEASE_CUDA Kernel Time (s),RELEASE_CUDA Simulation Time (s)
4,0.264218145,0.26495996366666663
4,0.264430849,0.26519578466666666
5,0.26626755366666666,0.26702867533333335
6,0.26706413366666665,0.267831453
6,0.266664704,0.26740495766666666
8,0.2683046376666667,0.2690759963333333
9,0.27515249966666666,0.27589089866666666
10,0.2761024856666667,0.276846807
12,0.27752282733333333,0.2782730083333333
13,0.2769446483333333,0.2776785756666667
16,0.281078561,0.2818292703333333
18,0.293146934,0.2939008443333333
21,0.2930496663333333,0.2937785163333333
24,0.2937431793333333,0.29447677533333333
27,0.29623209866666667,0.2969703153333333
32,0.3002954746666667,0.3010294273333333
36,0.311780757,0.312507451
42,0.3105803066666667,0.3113308116666667
48,0.310242811,0.31097500666666666
55,0.319348432,0.32008316233333334
64,0.3235119616666667,0.32426059
73,0.331298846,0.3320330673333333
84,0.340399741,0.3411499953333333
97,0.3518139813333333,0.352551934
111,0.3529162376666667,0.353670162
128,0.3636237766666667,0.36441066
147,0.3846089033333333,0.3854010156666667
168,0.3947413176666667,0.3955189353333333
194,0.40698875933333334,0.407786653
222,0.4151211463333333,0.415900451
256,0.4275919636666667,0.428373259
294,0.4283769373333333,0.429158783
337,0.428303563,0.4291038866666667
388,0.427785846,0.428902222
445,0.4283697693333333,0.4298137846666667
512,0.4340735333333333,0.4348418373333333
588,0.435477052,0.4369390266666667
675,0.4352244693333333,0.4363486883333333
776,0.4360745823333333,0.4371852186666667
891,0.4357252676666667,0.4368367336666667
1024,0.43538525666666666,0.4365003416666667
1176,0.43743814433333333,0.43825078
1351,0.43757962066666667,0.438365478
1552,0.43656929666666666,0.4373477223333333
1782,0.43621272333333333,0.436992016
2048,0.43742189966666667,0.4385458556666667
2352,0.437288392,0.43811082933333334
2702,0.43799667433333334,0.43913531666666666
3104,0.437283961,0.438109077
3565,0.4387213286666667,0.440209925
4096,0.4418053593333333,0.4429567363333333
4705,0.447188038,0.4480168503333333
5404,0.4556249473333333,0.45643257966666667
6208,0.4641242973333333,0.4652615203333333
7131,0.4843298496666667,0.4855105586666667
8192,0.508886252,0.5096897846666667
9410,0.5456390596666666,0.5471479793333334
10809,0.5723598773333334,0.5735367296666666
12416,0.6012081383333334,0.602009842
14263,0.630988349,0.632149523
16384,0.6682419706666666,0.6690814026666666
18820,0.7187797466666667,0.7202978853333334
21618,0.7734198363333333,0.7742755983333334
24833,0.8515599133333334,0.8524218603333333
28526,0.9564151843333334,0.9572849116666666
32768,1.090095045,1.0916270143333333
37640,1.5126707003333333,1.5135338633333333
43237,1.6346888156666668,1.6355562373333332
49667,1.7558097833333333,1.756685809
57052,1.9148931036666668,1.9164463856666667
65536,2.1713981753333336,2.1729509096666666
75281,2.6864046806666666,2.6872969586666664
86475,2.9117910043333337,2.9126672406666665
