Scene Count,RELEASE_CUDA Kernel Time (s),RELEASE_CUDA Simulation Time (s)
4,0.24246506166666665,0.24323657566666665
4,0.24277934933333334,0.24354043866666666
5,0.243360411,0.24412391133333333
6,0.243303764,0.24405923166666665
6,0.24297800666666666,0.243765019
8,0.24365641333333335,0.24441366866666667
9,0.24911554,0.24986413966666665
10,0.24968022333333334,0.250442606
12,0.252145381,0.25291713866666665
13,0.25039518166666663,0.25116405966666666
16,0.25161560366666663,0.252370666
18,0.26314198633333336,0.263892324
21,0.266169728,0.26692962066666664
24,0.26827836633333335,0.2690552736666667
27,0.272752568,0.273516585
32,0.27312032633333333,0.2738765456666667
36,0.2820033,0.282769049
42,0.2852048823333333,0.285974029
48,0.2859903756666667,0.286726333
55,0.291310818,0.29206566333333334
64,0.29570361533333334,0.2964684973333333
73,0.3060339476666667,0.3067958383333333
84,0.3127884436666667,0.313552733
97,0.3253644043333333,0.3261245093333333
111,0.3273873586666667,0.328161201
128,0.33461725566666667,0.3354520326666667
147,0.3538660966666667,0.35466159966666666
168,0.3632442596666667,0.3640435786666667
194,0.3747486663333333,0.3755460183333333
222,0.382452475,0.3832584036666667
256,0.39495790366666667,0.395760886
294,0.3969023086666667,0.398052233
337,0.396419629,0.397246335
388,0.3962684833333333,0.39709818366666666
445,0.3970360386666667,0.397851024
512,0.401998217,0.4034721103333333
588,0.4049252516666667,0.4057401186666667
675,0.40340930566666666,0.4049076383333333
776,0.4030006096666667,0.403816856
891,0.403418747,0.4042228326666667
1024,0.403960495,0.404767116
1176,0.4059855963333333,0.4067812216666667
1351,0.4060647653333333,0.4068794326666667
1552,0.4052509666666667,0.406055247
1782,0.4047434576666667,0.405556611
2048,0.4058124556666667,0.406961438
2352,0.4061462216666667,0.407999491
2702,0.4055441623333333,0.4067113776666667
3104,0.407523219,0.409025402
3565,0.40730564566666666,0.408128461
4096,0.4099568443333333,0.411145096
4705,0.414977744,0.416165038
5404,0.423208095,0.4240364066666667
6208,0.43929872,0.4404844426666667
7131,0.462450371,0.463634853
8192,0.485085827,0.4862550036666667
9410,0.5097002643333333,0.5105441733333334
10809,0.5346745293333333,0.5358806283333333
12416,0.5632143046666667,0.564416186
14263,0.5992241023333333,0.600081011
16384,0.6377712813333334,0.6389745713333334
18820,0.6963520906666666,0.6975456023333334
21618,0.7821346143333334,0.7833294683333334
24833,0.8891515346666666,0.8906883336666667
28526,1.0149184886666667,1.0157785543333333
32768,1.1681664786666668,1.169353782
37640,1.5930205716666668,1.5942572143333333
43237,1.6946181436666667,1.695836789
49667,1.8123621936666667,1.8135739323333333
57052,2.0352532273333335,2.0364743466666666
65536,2.3273184106666664,2.3285329486666666
75281,2.8350665966666666,2.8366227966666666
86475,3.0929034333333334,3.0941227016666666
